id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
1026034,Perfect studio in VERY central DC,2070536,Joel,,"Shaw, Logan Circle",38.90901841899183,-77.0331777430025,Entire home/apt,150,2,84,2015-09-30,2.91,2,351
2486785,"Logan Circle Loft 1bedroom, 1.5bath",12725500,Mayrose,,"Shaw, Logan Circle",38.906831066270954,-77.02987558291768,Entire home/apt,175,1,25,2015-08-01,1.38,1,361
1822257,Updated 2BD Rowhome Steps to Metro,9540128,Matt,,"Shaw, Logan Circle",38.91285513129328,-77.02218392962384,Entire home/apt,239,5,4,2014-08-08,0.18,1,345
5220279,Cozy Apt in the Heart of Hipsterdom,22207701,Trevor,,"Shaw, Logan Circle",38.9060253264906,-77.02140580725232,Private room,65,2,2,2015-08-28,1.15,1,63
3419118,Beautiful room in amazing location!,12772446,Helen,,"Shaw, Logan Circle",38.908365442193016,-77.02282042693818,Private room,71,2,83,2015-09-25,5.40,1,319
805961,Clean Studio - Next to Conv Center!,4240274,Charlie,,"Shaw, Logan Circle",38.908232415579704,-77.02509193940847,Entire home/apt,80,1,19,2015-09-27,7.40,3,123
3362,Rowhouse,2798,Ayeh,,"Shaw, Logan Circle",38.91046091401157,-77.01933067654679,Private room,250,1,94,2015-06-12,1.15,3,340
93551,Upscale Master Close to Everything,481929,Chris,,"Shaw, Logan Circle",38.9123511972699,-77.01873259775239,Private room,138,1,47,2015-09-17,0.87,4,365
68962,Sunny Bedroom with En Suite Bath,343320,Helen & Journey,,"Shaw, Logan Circle",38.91042775000025,-77.02061906603801,Private room,94,2,150,2015-09-29,2.70,1,308
3469191,2BR/2.5BTH PH Loft featured on HGTV,1640384,Christopher,,"Shaw, Logan Circle",38.90797862892696,-77.01899722767571,Entire home/apt,283,3,15,2015-07-20,1.06,1,297
6778286,Sunny 1-Bed Apt White House / Logan,25534764,,,"Shaw, Logan Circle",38.90575583018335,-77.02955146632344,Entire home/apt,127,3,0,,,1,0
495042,CONVENTION CENTER METRO STATION #2,871824,Tony,,"Shaw, Logan Circle",38.908512075782255,-77.02558253160261,Private room,79,1,69,2015-09-16,1.69,2,349
7220873,Charming Garden Level Apartment,32791385,Elgeo,,"Shaw, Logan Circle",38.91358762298939,-77.02563637553857,Entire home/apt,110,1,1,2015-08-03,0.48,1,62
7524042,6 Mixed,37920286,Capitol Comfort,,"Shaw, Logan Circle",38.911073878290296,-77.02320663099482,Shared room,38,1,2,2015-09-04,1.62,3,363
5990979,"Dupont Circle, 14th ST Unbeatable!",8008783,Cliff,,"Shaw, Logan Circle",38.91285095094802,-77.03385691281318,Entire home/apt,480,3,5,2015-09-29,0.99,27,325
1086168,2bd/2ba A+ Logan Circle Penthouse,5750063,Alex,,"Shaw, Logan Circle",38.9095093867612,-77.03267770094088,Entire home/apt,372,3,33,2015-09-18,1.36,1,326
6688513,One Bedroom Apt. in heart of Shaw,25197983,Nya,,"Shaw, Logan Circle",38.91035118673427,-77.02361654527581,Entire home/apt,125,1,11,2015-09-24,3.55,1,57
3890477,Cozy Master Bedroom @ Logan Circle,647625,Ehsan,,"Shaw, Logan Circle",38.90760295024043,-77.02877664056433,Private room,89,1,3,2015-08-29,0.64,1,161
6262632,Modern apartment in the heart of DC,22586098,Luisa,,"Shaw, Logan Circle",38.909903210236294,-77.02164964492246,Shared room,80,1,5,2015-07-05,1.01,2,360
1519460,"Convention Center, Sleeps 5 ",8008783,Cliff,,"Shaw, Logan Circle",38.90633377312985,-77.02626349357753,Entire home/apt,90,3,29,2015-09-16,1.17,27,313
5173258,M St Apt C,6059772,Jon,,"Shaw, Logan Circle",38.90712188547945,-77.0190372950761,Entire home/apt,110,2,32,2015-09-21,4.34,4,345
3985441,Logan Circle Bright & Beautiful Apt,20655478,Elizabeth,,"Shaw, Logan Circle",38.91206898653665,-77.0265447673418,Entire home/apt,100,3,1,2015-09-25,1,1,0
5089898,Gorgeous + Location 2BR/2BA,14039163,Patrick,,"Shaw, Logan Circle",38.90988181720586,-77.03371969019534,Entire home/apt,250,1,15,2015-09-21,2.31,1,41
7150515,Large Room in Renovated House,2755315,Chito,,"Congress Heights, Bellevue, Washington Highlands",38.84693412008282,-76.99929431752899,Private room,55,1,0,,,5,364
7132107,Rustic Beauty in SE DC,2755315,Chito,,"Congress Heights, Bellevue, Washington Highlands",38.84724289392867,-76.99915558858592,Private room,55,1,5,2015-09-12,2.73,5,362
813573,Inauguration 2013 | $400/nt | SW DC,4275311,Danielle,,"Congress Heights, Bellevue, Washington Highlands",38.828052475491035,-77.01045126611366,Entire home/apt,400,2,0,,,1,365
8473096,Comfy Futon in Private Room,2755315,Chito,,"Congress Heights, Bellevue, Washington Highlands",38.848243346944095,-76.99924951505092,Private room,35,1,0,,,5,360
2117627,DC house with feel of the suburbs,1299708,Wade,,"Congress Heights, Bellevue, Washington Highlands",38.82722273649893,-77.00919578237612,Entire home/apt,160,2,5,2015-06-19,0.75,1,0
7254795,Clean convenient 2 BR with parking!,37984671,Nardyne,,"Congress Heights, Bellevue, Washington Highlands",38.82871929258338,-77.00783413919703,Entire home/apt,130,2,1,2015-07-30,0.45,2,346
8567059,Quiet Single Room - Smoke Free Home,12745759,Donnice,,"Congress Heights, Bellevue, Washington Highlands",38.82636204488911,-76.9978667102933,Private room,50,1,0,,,1,194
5912004,Freshness - Affordable DC Living,30275290,Darryl,,"Congress Heights, Bellevue, Washington Highlands",38.83454144969253,-77.00560652875083,Private room,150,1,0,,,1,365
2940776,Garden Paradise in Southeast DC,10855700,Nathan,,"Congress Heights, Bellevue, Washington Highlands",38.843063835858494,-76.99158706873646,Private room,40,1,9,2015-09-17,0.53,1,267
8519673,Private Room in Spacious Basement,2755315,Chito,,"Congress Heights, Bellevue, Washington Highlands",38.84683349521366,-76.99945653408346,Private room,45,1,0,,,5,354
8552222,Clean convenient BR with parking!,37984671,Nardyne,,"Congress Heights, Bellevue, Washington Highlands",38.8277566120807,-77.00832680323593,Private room,55,2,0,,,2,345
4694155,Cozy Southeast Getaway,24266762,Saud,,"Congress Heights, Bellevue, Washington Highlands",38.82506051904091,-76.99874060485254,Entire home/apt,200,1,1,2015-01-01,0.11,1,365
4286181,Private BR Shared Bath Sunny TH,3517743,Kanita,,"Douglas, Shipley Terrace",38.850813437991164,-76.98011142153877,Private room,65,1,4,2015-08-18,0.71,2,296
2523708,Night Sky room next to metro,7042945,RoDeece,,"Douglas, Shipley Terrace",38.84081711771676,-76.97797503750294,Private room,94,1,18,2015-08-22,0.99,3,361
861775,Private BR Shared Bath Sunny TH,3517743,Kanita,,"Douglas, Shipley Terrace",38.84872746391632,-76.97871482891324,Private room,65,1,2,2015-08-11,0.31,2,336
2517969,Sports themed room next to metro,7042945,RoDeece,,"Douglas, Shipley Terrace",38.842150402797714,-76.97633323416572,Private room,64,1,115,2015-09-21,6.10,3,336
7368860,Close to Navy Yard and Capitol Hill,35672131,Lee,,"Douglas, Shipley Terrace",38.849812271574855,-76.98289295971323,Private room,59,1,18,2015-09-22,9.31,1,353
403647,HELLO!,1967019,Lexus,,"Douglas, Shipley Terrace",38.84921846348855,-76.97884191592946,Private room,125,1,0,,,1,365
1875603,Safari themed room next to metro,7042945,RoDeece,,"Douglas, Shipley Terrace",38.84222919738344,-76.9764170317204,Private room,74,1,33,2015-08-31,1.48,3,336
6133697,"Room close to Bus, Metro & Shopping",31818247,Nell ( & Noel),,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",38.85328292980264,-76.96826673374336,Private room,69,1,8,2015-08-02,2.70,2,353
8523150,English Basement & Bath,2755315,Chito,,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",38.85760889911464,-76.97440904027914,Private room,49,1,1,2015-09-24,1,5,356
8172001,Great Condo! Private Bedroom & Bath,43128240,Brandon,,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",38.85908304330602,-76.96949989584309,Private room,60,1,0,,,1,364
7582828,Affordable & private near to Subway,31818247,Nell ( & Noel),,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",38.851376558127065,-76.97083697098942,Private room,69,1,19,2015-09-29,9.50,2,348
5375538,"Steps to Metro, food & DC fun!",27799880,Jennifer,,"Near Southeast, Navy Yard",38.87721085934667,-77.00368743828105,Entire home/apt,157,2,3,2015-09-05,1.73,1,324
6564932,"Location, Cozy and Convenient!",33811658,Subrena,,"Near Southeast, Navy Yard",38.87995988798619,-77.00649062815522,Entire home/apt,128,1,9,2015-09-18,2.25,1,301
3504621,Cozy Apt w/ Views of the Monument!,112193,Jayne,,"Near Southeast, Navy Yard",38.877098300863516,-77.00458358162602,Entire home/apt,135,6,6,2015-08-17,0.44,1,138
2237591,"Private room, Navy Yard area",487346,Jack,,"Near Southeast, Navy Yard",38.879616192921404,-77.00434209109298,Private room,90,2,6,2015-09-12,0.36,1,327
4468217,DC's Capitol Hill/Waterfront 1BD,23182731,M. Reese,,"Near Southeast, Navy Yard",38.87834062377633,-77.00073848638633,Entire home/apt,102,5,6,2015-08-08,0.61,1,335
8089814,1 BR in Amenities Bldg - Nats Park!,42721155,Seth,,"Near Southeast, Navy Yard",38.87837493420904,-77.00800167636967,Entire home/apt,99,1,0,,,1,22
5759630,Navy Yard apt with Capitol view,26806034,Darik,,"Near Southeast, Navy Yard",38.87653673919233,-77.00623635021138,Entire home/apt,195,1,1,2015-04-25,0.19,1,167
321642,Eastern Market english basement,1632216,Louisa,,"Near Southeast, Navy Yard",38.88032416553072,-77.00196170311936,Entire home/apt,160,1,59,2015-09-18,1.44,1,347
7219322,Navy Yard/ Capitol Hill Luxury Apt,33664909,Audrey,,"Near Southeast, Navy Yard",38.88008663313953,-77.00731286761899,Private room,95,1,1,2015-08-02,0.48,2,287
7973221,Capitol Hill | Navy Yrd Luxury Apt,42060546,Amy,,"Near Southeast, Navy Yard",38.878618436239776,-77.00598246727866,Entire home/apt,120,1,0,,,1,294
8191407,Nats Capitol Navy Yd SE Water DOT!!,1730491,Renny,,"Near Southeast, Navy Yard",38.8758404591324,-76.99908601130674,Entire home/apt,249,2,0,,,1,150
7860122,1BR/BA in DC w/View of Capitol,41426628,Leslie,,"Near Southeast, Navy Yard",38.88045027061639,-77.00651487497946,Entire home/apt,88,3,1,2015-09-23,1,1,25
7973954,1 Room between Navyyard & Capitol,42082413,Zachary,,"Near Southeast, Navy Yard",38.87869081735522,-77.00537826706775,Private room,90,1,2,2015-09-14,2,1,0
8503615,Brand New 1 Bedroom w/ Living Room,44777359,Candice,,"Near Southeast, Navy Yard",38.877449708621754,-77.0057126868622,Entire home/apt,150,1,0,,,1,325
8606829,Master Suite in Navy Yard,31824228,Rachel,,"Near Southeast, Navy Yard",38.87491190688699,-77.00884498981405,Private room,125,1,0,,,3,30
374043,Capitol Hill Row-House w/ Priv Bath,473055,Kathleen,,"Near Southeast, Navy Yard",38.87923328631079,-76.99764142575206,Private room,85,3,145,2015-09-15,3.46,1,344
4251323,MLB Playoff Apartment,6277558,Sam,,"Near Southeast, Navy Yard",38.880459606256885,-77.00800820490475,Entire home/apt,400,1,0,,,1,340
4430318,Stunning Penthouse Loft Guestroom ,173592,Stewart,,"Near Southeast, Navy Yard",38.87407493052763,-77.00230630109228,Private room,120,2,8,2015-09-21,0.74,1,364
454026, Historic E.Capitol 4 Bedroom house,553227,Tunde   Sunny,,"River Terrace, Benning, Greenway, Dupont Park",38.89119979601918,-76.95067898888742,Entire home/apt,215,2,29,2015-08-23,0.71,3,343
6448095,"""Kozy Kot""",33666214,Kris,,"River Terrace, Benning, Greenway, Dupont Park",38.887464757322995,-76.95571354191316,Private room,90,2,0,,,1,363
4597473,Large Sunny 1 bedroom near the Hill,18896296,Laura,,"River Terrace, Benning, Greenway, Dupont Park",38.89138686402448,-76.94886140643668,Private room,50,2,23,2015-09-28,5.70,1,324
5023531,Comfortable studio with dinosaur.,25923956,Tiffany,,"River Terrace, Benning, Greenway, Dupont Park",38.89209068407261,-76.95031429342673,Private room,100,1,12,2015-07-29,1.88,1,336
7769625,Suburban living in the city!,40867137,Lacey,,"River Terrace, Benning, Greenway, Dupont Park",38.87302034617779,-76.93891774534112,Entire home/apt,65,1,0,,,1,29
7826994,Great price for DC room,38683977,Shaun,,"River Terrace, Benning, Greenway, Dupont Park",38.893628118093574,-76.95924839198673,Private room,55,2,4,2015-09-18,2.73,2,356
792578,Lovely Comfortable Home near Metro,4027780,Leonard,,"River Terrace, Benning, Greenway, Dupont Park",38.88336419076364,-76.95062953305113,Entire home/apt,129,1,58,2015-09-27,1.86,1,173
7384867,"Cozy, quiet, clean DC room",38683977,Shaun,,"River Terrace, Benning, Greenway, Dupont Park",38.891973114597384,-76.96042875243575,Private room,45,1,4,2015-09-22,2.22,2,275
212586,[1375-2/1]2BR 1Block to White House,25188,,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.901055946239346,-77.03415786399516,Entire home/apt,299,3,34,2015-09-28,0.69,5,159
786804,[1375-2B]1 Block to White House,25188,,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90095091811244,-77.03297298271451,Entire home/apt,309,4,8,2015-08-02,1.34,5,356
8595649,Boat show Annapolis sleeps 6,26600674,Christian,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.894559108218964,-77.0142194136968,Entire home/apt,375,1,0,,,1,365
4729118,Downtown - 2 BR / 2 BA with Parking,24421384,James,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90125874629514,-77.01451525359273,Entire home/apt,180,7,48,2015-09-21,6.13,2,308
2790026,Walk to the White House - Thomas Cr,6293099,Omari,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90553358833529,-77.0335504835965,Entire home/apt,149,3,32,2015-09-13,1.86,1,334
5844616,Lux 2BR Apt near Convention Center ,9419684,Mike,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.900459362613326,-77.02641873256846,Entire home/apt,337,3,6,2015-09-01,1.07,19,42
96259,Lux 2BR - Near Covention Center,25188,Seamless,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90107448776449,-77.01924634724715,Entire home/apt,299,3,7,2015-08-12,0.19,5,360
23378,[1396] 1 BR at Newseum Residences,25188,Seamless,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89371298078328,-77.0187753708404,Entire home/apt,249,4,6,2015-05-16,0.11,5,365
5405828,Rooftop Studio & DC 360 view,657541,Kathy,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.900105122923385,-77.01525406577075,Entire home/apt,126,2,5,2015-09-23,0.94,1,326
8167267,Luxury downtown condo,43105892,Renee,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.901896997268096,-77.02814153458705,Private room,99,1,1,2015-09-24,1,1,13
4808149,2 Bedroom  - Near Convention Center,25188,Seamless,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.900891605447285,-77.01954765941605,Entire home/apt,299,3,2,2015-05-18,0.30,5,365
924888,"[1038]1BR At 460 L Street, Penn Q",25188,,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90285280700332,-77.0189908996178,Entire home/apt,199,7,1,2015-06-27,0.30,5,89
4659838,1 Bed Room Apt - Next to Capitol,24113696,Raina,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8958004311543,-77.01152204668975,Shared room,89,1,1,2014-12-25,0.11,1,275
8664363,Studio apartment in chinatown,45520618,Sasha,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89835142233435,-77.022010710947,Entire home/apt,165,1,0,,,1,365
786693,[1396-2/3]2BR at Newseum Residences,25188,Seamless,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89423150992365,-77.01865832188987,Entire home/apt,309,4,1,2014-10-19,0.09,5,365
8133514,Luxury Studio in Heart of DC,42951051,James,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89866948713678,-77.01474773080027,Entire home/apt,115,1,0,,,1,305
1304225,Sunny Studio in the Heart of DC,2061860,Ioanna,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.902852240877344,-77.02231744629321,Entire home/apt,130,1,85,2015-09-25,3.36,1,21
7637938,Spacious 1BR apt in heart of DC!,40073825,Nikki,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90049014626538,-77.01566756516871,Private room,95,1,0,,,1,337
6744470,Luxuary apt in downtown DC,14859498,SueJung,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90154862124502,-77.01226564473566,Shared room,50,2,6,2015-09-15,3.00,1,89
5869529,Lux Furnished 1BR Newseum Apt.,30283594,Kara,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89407340609758,-77.01946295122495,Entire home/apt,569,3,0,,,16,90
3672217,Luxury Sublet in Great Location,2794295,Humaira,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89904090767454,-77.01668927503434,Private room,55,20,0,,,1,365
7596192,Spl. Price Budget bed Union Station,39767027,Piyali,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.905855581292364,-77.01220520404904,Shared room,49,1,3,2015-09-21,1.80,3,280
6900870,Airy Loft In Downtown!,37014,Lara & Alex,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90512209923551,-77.0271197105367,Entire home/apt,250,3,4,2015-09-18,1.67,22,350
36943,[1701] Brand New Loft Apt-U St Corr,25188,Seamless,,"Shaw, Logan Circle",38.91350857861415,-77.01883911476389,Entire home/apt,198,7,0,,,5,365
1839589,Lux 2BR Newseum Apt on the Mall,9419684,Mike,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.893887166034446,-77.01881190665102,Entire home/apt,311,3,3,2015-05-17,0.26,19,45
2115864,"Chinatown studio, amazing location",2928498,Daniel,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89933372321029,-77.01645959958826,Entire home/apt,95,2,35,2015-09-29,1.64,1,49
7825726,Spacious room by Convention Center,60683,Akaysha,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90405978432319,-77.0170637424842,Shared room,59,1,1,2015-08-20,0.67,1,346
3172888,Best Location Luxury 1 BR,16090942,William,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.895389416693234,-77.02054559041096,Entire home/apt,167,5,31,2015-08-27,2.02,1,343
6106389,Capitol City Chinatown Getaway,2588970,Alex,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90509797184274,-77.01671890113896,Entire home/apt,165,1,0,,,1,138
2477325,Master bedroom in NW DC,11559071,Alex,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.905682895633724,-77.0120282695752,Private room,104,2,11,2015-09-20,0.58,4,344
805490,Awesome Location! -- Clean Studio,4240274,Charlie,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.904929169820825,-77.02635790155175,Entire home/apt,99,1,169,2015-10-01,4.93,3,58
4811421,Washington Suite,24689607,Garo,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.898952685319294,-77.01493550148396,Entire home/apt,159,1,0,,,2,360
6430122,Downtown Luxury Furnished Studio,33431046,Greg,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90388849158852,-77.01749486149016,Entire home/apt,190,3,13,2015-09-24,3.82,1,129
4044606,Lux 1BR Apt near Logan Circle,9419684,Mike,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90491061181446,-77.02989686752196,Entire home/apt,246,3,0,,,19,57
6376317,Luxury Apt In Heart of DC,2903010,Shiva,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90531248565961,-77.02209897261453,Entire home/apt,200,2,14,2015-09-30,3.00,1,305
1584147,Comfortable Modern Downtown Condo,3136596,Jay,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90077203974195,-77.02467739915396,Entire home/apt,215,1,34,2015-09-17,1.37,1,353
8514469,Luxury- Right in the heart of DC,44834480,Vicki,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90120829325216,-77.01633752798433,Entire home/apt,450,1,0,,,1,365
7572512,Luxury 1 BR Suite Near Logan Circle,30283594,Kara,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90500013385111,-77.02923984229415,Entire home/apt,234,3,0,,,16,365
2477330,Cool bedroom: most cntrl part of DC,11559071,Alex,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90416964749964,-77.01281494200794,Private room,110,2,33,2015-09-21,1.72,4,345
7916003,Luxury Corporate Apartment in NW DC,41740449,Cathleen,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90426222465696,-77.01009845722687,Entire home/apt,225,3,0,,,1,335
216398,[1396-1/2] 1BR - Newseum Residences,25188,Seamless,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89283202222796,-77.018999047752,Entire home/apt,249,4,4,2015-03-12,0.08,5,365
7114075,"Cozy, clean and convenient condo",4475279,Ehsan,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9053903139363,-77.02932421530308,Entire home/apt,109,1,0,,,1,60
7258774,2 Bed/2bath Apt. in Downtown DC,20335354,Pedro,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90157468241543,-77.01577666082869,Entire home/apt,250,3,1,2015-08-03,0.48,1,53
3961511,Large/Comfy 1-BR Loft near Capitol ,2907753,Javier,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.901502584542754,-77.01459088349478,Entire home/apt,135,2,2,2014-09-27,0.15,1,182
5353107,Comfortable Home Howard Homecoming,27746397,Kathryn,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90415166193595,-77.0150590218442,Private room,87,2,2,2015-09-08,0.67,1,357
536232,"""The Executive"" Flat - DC - 442",611958,Bryan,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89736639688875,-77.01793375748066,Entire home/apt,210,1,103,2015-09-18,2.59,5,343
3477770,Spacious Home in Downtown DC,4897930,Daniel,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90547365803351,-77.0205310809973,Entire home/apt,300,3,5,2015-09-18,2.34,2,299
5411135,[1396-S]Studio At Newseum ,25188,Seamless,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.893048430614826,-77.02015909713131,Entire home/apt,189,4,0,,,5,343
